name,specialization,city,experience,rating,phone,email,formattedAddress
"Dr Sara Ejaz","Gynecologists","Lahore",3,4.2,"03490-8873521","dr.sara.ejaz24@diagnoai.com","Fatima Memorial Hospital                4 Mozang Road, Lahore.  Mozang  , Lahore"
"Prof. Zaman Shaikh","Diabetologists","karachi",3,4.5,"03881-6060582","prof..zaman.shaikh463@diagnoai.com","South City Hospital                Shahrah-e-Firdousi, Block 3, Clifton, Karachi.  Clifton , karachi"
"Dr. Khawar Sultan","Nephrology","Islamabad",14,4.1,"03299-4123314","dr..khawar.sultan281@diagnoai.com","Savul international medical complex                G 11 markaz islamabad  G 11 , Islamabad"
"Dr. Hafeezullah Shaikh","Gastroenterology","karachi",19,4.5,"03591-5289898","dr..hafeezullah.shaikh62@diagnoai.com","Zubaida Medical Centre, Old dhoraji                ZUBAIDA MEDICAL CENTREC.P.& Barar Society Amir Khusro Rd.Dhoraji Colony, Karachi 74800, Sindh, PakistanPhone: 9221-3493391 / 4938241 / 4938247   , karachi"
"Dr. Amjad Hussain","Consultant Homeopathic Physician","Faisalabad",4,3.7,"03815-2901271","dr..amjad.hussain194@diagnoai.com","Sunny Homeopathic Clinic                P-19   , Faisalabad"
"Dr. Muhammad Rafique","Paediatrician","Lahore",22,3.7,"03219-3301321","dr..muhammad.rafique701@diagnoai.com","Hameedah Memorial Hospital                D block Lahore  Valencia Town , Lahore"
"Dr. Muhammad Irfan Sheikh","Audiologist","Sargodha",17,4.1,"03334-1702469","dr..muhammad.irfan.sheikh804@diagnoai.com","Niazi Medical Tower                Khoshab Road.   , Sargodha"
"Dr. Naimatullah","Physiotherapist","Lahore",16,4.5,"03250-5734557","dr..naimatullah889@diagnoai.com","KKT International Orthopedic Spine Center                200 Block Y, DHA, Phase III, Lahore.  DHA , Lahore"
"Dr. Sahibzada mahmood Noor","dermatology laser therapy and aesthetics","Peshawar",6,4.1,"03254-3689066","dr..sahibzada.mahmood.noor564@diagnoai.com","Skin Care Clinic                Abasin Hospital   , Peshawar"
"Dr. Zeeshan kamil","ophthalmology","off Zaibunnisa street   saddar",8,4,"03634-1930231","dr..zeeshan.kamil519@diagnoai.com","Zubi Eye Clinic                 Dundass street, off Zaibunnisa street   saddar  ,"
"Breg (R) Dr. Muhammad Iqbal","Gastroenrologist/Hepatologist","Islamabad",17,4.8,"03479-4933852","breg..r..dr..muhammad.iqbal969@diagnoai.com","3410114806547                  Peshar more, Quaid e azam Internation Hospital , Islamabad"
"Dr. Asifa Iqbal","Dentist","Lahore",13,4.8,"03109-6716385","dr..asifa.iqbal355@diagnoai.com","Oral & Maxillofacial Surgery centre                106 Habitat Flats Opposite Kinnaird College.  Jail Road Shadman  , Lahore"
"Dr. Umtal batool","Gynae & obs","Lahore",9,3.7,"03382-5500510","dr..umtal.batool275@diagnoai.com","Care clinic                  13 M block phase 1  DHA , Lahore"
"Dr. Uzair Ahmed Qazi","Plastic","Islamabad",5,4.1,"03760-9588734","dr..uzair.ahmed.qazi242@diagnoai.com","Ali Medical Centre                 Ayub Market Islamabad  F-8 Markaz , Islamabad"
"Dr. Nasir Habib","General Medicine","Islamabad",18,4.5,"03351-3452033","dr..nasir.habib641@diagnoai.com","Khayaban Medical Centre                160 A , main road Khayaban e Sirsyed , near Qasr e shireen  Khayaban e SirSyed , Islamabad"
"Dr. Muhammd Arif","Medical Oncology","Lahore",13,3.5,"03551-9169540","dr..muhammd.arif590@diagnoai.com","Doctors Hospital                 152-G/1 canal bank,johar town   , Lahore"
"Dr Safia Munir","Gynecologists","Lahore",22,3.8,"03617-5685381","dr.safia.munir256@diagnoai.com","Good Hope Infertility Clinic                Link Tufail Road, (In between Saddar Roundabout & Shalimar (Mughalpura) Flyover),Lahore Cantt.  Lahore Cantt , Lahore"
"Dr. Abdul Basit","Orthopaedics","Islamabad",10,3.9,"03115-3281695","dr..abdul.basit208@diagnoai.com","Ali Medical Centre                  F8 Markaz , Islamabad"
"Dr. Madiha Adnan","Dentist","Rawalpindi",11,4.1,"03414-3780579","dr..madiha.adnan236@diagnoai.com","Syed Dental Clinic                Plot.231-232, Shop#. 5, Afridi Plaza, Hub Commercial, Abu Bakar Avenue. Near Bahria Head office and Rukhsana Memorial Hospital.  Bahria Town Phase - VIII , Rawalpindi"
"Assistant Professor  Dr Khairunnisa Mukhtiar","Pediatric Neurologist","karachi",5,4.8,"03608-5994381","assistant.professor..dr.khairunnisa.mukhtiar512@diagnoai.com","Liaquat National Hospital, Karachi, Pakistan.                University Road, Karachi  University Road , karachi"
"Dr. Bilal Akram","ENT Specialist","karachi",3,3.6,"03155-1331633","dr..bilal.akram612@diagnoai.com","PAF Hospital Faisal                Faisal base  Shahrah-e-Faisal , karachi"
"Dr.Syed Arif Hussain","Dermatologist & Cosmetic Surgeon","karachi",20,3.8,"03361-4879377","dr.syed.arif.hussain641@diagnoai.com","Aesthetic Shapes                56 Old Clifton, Parklane Hospital, Karachi, Pakistan  56 Old Clifton , karachi"
"Dr. Sadaf Iftikhar","Skin Specialists | Dermatologists","Lahore",15,4.9,"03528-8317740","dr..sadaf.iftikhar20@diagnoai.com","Aesthetics Cosmetic Centre                42/A, C/1 Gulberg III   , Lahore"
"Dr. Mohammad Akram","Cardiologists","Islamabad",14,4.1,"03925-8216508","dr..mohammad.akram560@diagnoai.com","Kalsum International Hospital                 Kalsum International Hospital   Blue Area , Islamabad"
"Dr. ABDUL SATTAR SHAIKH","Cardiologist","karachi",7,3.9,"03619-2507916","dr..abdul.sattar.shaikh546@diagnoai.com","Pediatric Cardiology                NICVD hospital...  Ziaudin Clifton....NMC medical center... Liaquat national hospital  Clifton  , karachi"
"Dr. Amber Usman","Skin Specialists | Dermatologists","karachi",8,3.7,"03964-1818357","dr..amber.usman426@diagnoai.com","Hilal-e-Ahmer                Dr. Amber UsmanCosmederm Skin ClinicHilal-e-Ahmer Sind Medical Centre3 TalwarCliftonKarachiPakistan  Clifton , karachi"
"eye surgron DR KHALID BHAMBHA","Ophthalmologist","karachi",13,4.3,"03410-2486451","eye.surgron.dr.khalid.bhambha572@diagnoai.com","hospital                ahmed general hospital kathiawar medical center tipu sultan road   ad , karachi"
"Dr Raza Akram","Weight Loss Surgeon","Lahore",12,4.6,"03675-5833182","dr.raza.akram473@diagnoai.com","Fatima Memorial Hospital                 Shadman, Lahore, Pakistan.  Shadman  , Lahore"
"Dr. Muhammad Arshid","Physiotherapist","karachi",5,4,"03381-3747558","dr..muhammad.arshid781@diagnoai.com","BMI Poly Clinics Clifton                St-32 A, Rojhan Street, Kehkashan, Block-5, Clifton  Clifton , karachi"
"Dr. Salim Ullah Khan","General Practitioner","Islamabad",17,3.8,"03911-4374207","dr..salim.ullah.khan932@diagnoai.com","Shifa Clinic                Street 13, G-11/1  G-11 , Islamabad"
"Dr. Ali","Skin Specialists | Dermatologists","Islamabad",21,4.5,"03137-8334360","dr..ali129@diagnoai.com","Ibrahim                office#12, G-11 Markaz  G-11 , Islamabad"
"Dr. Mumtaz Hussain Malik","Homeopathic Doctor","Sahiwal",9,4.3,"03580-2962486","dr..mumtaz.hussain.malik56@diagnoai.com","Al-Nawaz Memorial Homeo Clinic                Main  Road Sargodha Sahiwal  Main  Road Sargodha Sahiwal , Sahiwal"
"Dr. Muhammad Adnan","General Physician","Peshawar",10,3.5,"03674-1223321","dr..muhammad.adnan725@diagnoai.com","MMC General Hospital                MMC General Hospital, dalazak chock ring road peshawar   , Peshawar"
"Dr. Syed Muhammad Junaid AKhtar","Diabetologist","karachi",23,4,"03112-3847615","dr..syed.muhammad.junaid.akhtar527@diagnoai.com","The Diabetes Buster Medics                   , karachi"
"Dr. Prof Brig(R) Falak Sher Khan Bhatti","Gastroenterology","Rawalpindi",24,4,"03224-4133417","dr..prof.brig.r..falak.sher.khan.bhatti914@diagnoai.com","HOPE Clinic Peshawar Road,near Race Course Ground                HOPE Clinic  Adjacent to Race Course Ground Peshawar Road  Peshawar Road  , Rawalpindi"
"Dr. Sharif Ullah Jan","Cardiologists","Peshawar",8,4.7,"03202-4507308","dr..sharif.ullah.jan465@diagnoai.com","H No 16, Street No 2, Sector J-3, Phase-II, Hayatabad, Peshawar.  Hayatabad , Peshawar"
"Dr. RIAZ AHMAD","Intensive Care","Tarbela",9,3.6,"03641-9000147","dr..riaz.ahmad323@diagnoai.com","WAPDA HOSPITAL                  TOPI ROYAL MEDICAL/HAMZA HOSPITAL GHAZI , Tarbela"
"Dr. Farhan Amsari","Child Specialist","Islamabad",8,4.9,"03993-6094775","dr..farhan.amsari664@diagnoai.com","Maroof International Hospital                Feral Capital Area, Pakistan   F-10 Markaz , Islamabad"
"Dr.Khusro Sultana","Gynecologists","karachi",8,4.6,"03452-6435662","dr.khusro.sultana557@diagnoai.com","HILL PARK GENRAL HOSPITAL                SHAHEED E MILLAT ROAD,KARACHI.  SHAHEED E MILLAT ROAD , karachi"
"Dr. Ahsan Riaz","Hair Transplant","Lahore",7,4.1,"03652-7542182","dr..ahsan.riaz893@diagnoai.com","Plasthetics                22-G Johar Town,Lahore   , Lahore"
"Dr. Imran Aheer","General Physician","Lahore",16,4.2,"03421-6664756","dr..imran.aheer893@diagnoai.com","G.P Clinic                College Road PCSIR A Block Near Sheraz Town  Kareem Chowk College Road , Lahore"
"Dr Shahid Mahmood Malik","Cardiologists","Lahore",16,4.6,"03903-4455524","dr.shahid.mahmood.malik129@diagnoai.com","Ittefaq Hospital (Trust)                Near H- Block, Model Town, Lahore.  Model Town , Lahore"
"Dr. Ahsan Akhtar Khan","Orthopedics","Rawalpindi",24,4.6,"03948-5773270","dr..ahsan.akhtar.khan4@diagnoai.com","Nisar Hospital, Charing cross Rawalpindi                    , Rawalpindi"
"Dr. BAKHT Aziz","ENT Specialist","Lahore",8,4.1,"03298-3247346","dr..bakht.aziz141@diagnoai.com","Defence Medical Group (DHA)                Dr.bakht aziz Assistant professor Consultant ENT and Head & Neck surgeon Mayo hospital lahore.   DHA , Lahore"
"Dr. Salman mansoor","Skin Specialists | Dermatologists","karachi",11,4.9,"03774-6453294","dr..salman.mansoor574@diagnoai.com","SKIN  HAIR  NAIL & COSMETIC SURGERY                DHA Medical Centre  P-38 / A, 10th Street,  Phase-VI, DHA,   Khayaban-e-Rahat , karachi"
"Dr Abdul Hameed","Skin Specialists | Dermatologists","Lahore",19,4.1,"03584-2477286","dr.abdul.hameed836@diagnoai.com","Fatima Memorial Hospital                Main Boulevard, Phase 2, Shadman, Lahore.  Shadman , Lahore"
"Dr.BILAL MALIK","Physiotherapist","Islamabad",4,4.8,"03398-5203953","dr.bilal.malik261@diagnoai.com","REHAB SPIRITS.USA Based Home Physio Company                  F-11  , Islamabad"
"Dr. Ahmad Yar Qadri","Homoeopathic general physician","Okara",7,4.6,"03674-4846020","dr..ahmad.yar.qadri211@diagnoai.com","Ahmad Homoeopathic Clinic                Main Gulshan E Fatima   , Okara"
"Dr. Kamal Saleem","Cardiologists","Rawalpindi",22,3.6,"03442-4374619","dr..kamal.saleem259@diagnoai.com","Armed Forces Institute of Cardiology                Peshawar Rd, Rawalpindi.  Peshawar Rd , Rawalpindi"
"Maj. Muhammad Afsheen Iqbal","Cardiologists","Rawalpindi",6,3.7,"03506-1757003","maj..muhammad.afsheen.iqbal654@diagnoai.com","109/1, St-1, Race Course Road, Rawalpindi.  Westridge , Rawalpindi"
"Dr. Rasheed ali","Diabetologists","Islamabad",17,4.3,"03102-2136639","dr..rasheed.ali233@diagnoai.com","Ali Medical Center                  H-8 , Islamabad"
"Dr. Syed Nazir Hussain","Cardiologists","karachi",12,4.6,"03373-5924691","dr..syed.nazir.hussain287@diagnoai.com","TO Clinic                Kaneez fatima society block # 2 House no R-10, Row-F  Gulshan-e-Iqbal , karachi"
"Assistant Professor Dr Junaid Javaid","Orthopaedics","Rawalpindi",6,4.8,"03680-2988019","assistant.professor.dr.junaid.javaid988@diagnoai.com","Maryam memorial Hospital                Bahria town  civic centre phase 3 bahria town , Rawalpindi"
"Dr. Syed Salahuddin Babur","Psychiatrist","Islamabad",13,5,"03198-9637175","dr..syed.salahuddin.babur658@diagnoai.com","Salahuddin Babur Mntal Health Services                   , Islamabad"
"Dr. Muhammad Ali Randhawa","Physiotherapist","Rawalpindi",14,4.7,"03549-2929875","dr..muhammad.ali.randhawa412@diagnoai.com","Physiotherapy and Health Clinic                Westridge, Rawalpindi , Pakistan.  Westridge , Rawalpindi"
"Dr. Imran Ghafoor (PT)","Physiotherapist","Islamabad",3,3.5,"03957-3379702","dr..imran.ghafoor..pt.819@diagnoai.com","Social security hospital                   I-12 , Islamabad"
"Dr. Asif Mahmood Janjua","Cardiologists","Rawalpindi",22,4.4,"03450-2142951","dr..asif.mahmood.janjua771@diagnoai.com","Armed Forces Institute of Cardiology                Peshawar Rd, Rawalpindi.   Peshawar Rd , Rawalpindi"
"Dr Nasreen Chaudhary","Gynecologists","karachi",18,4.6,"03412-7534389","dr.nasreen.chaudhary797@diagnoai.com","The Aga Khan University Hospital                 Aga Khan Consulting Clinic 4, Stadium Road, Karachi.   Stadium Road , karachi"
"Dr. Muhammad Azeem","Consultant Radiologist","Lahore",8,4.5,"03167-5632418","dr..muhammad.azeem906@diagnoai.com","Khair ul Bria Diagnostic centre                Feroz pur road lahore  Near LGH LAHORE , Lahore"
"Dr. Asghar Aurangzeb Durrani","Medical Specialist","Rawalpindi",7,3.6,"03811-2812365","dr..asghar.aurangzeb.durrani184@diagnoai.com","Iftikhar Eye Hospital                184-A-I, Sirsyed Road, Rawalpindi.   Sirsyed Road , Rawalpindi"
"Dr. Javed Hayat","Cardiologists","Islamabad",5,4.6,"03879-7522204","dr..javed.hayat860@diagnoai.com","Shifa International Hospital                 Pitras Bukhari Road, H-8/4, Islamabad.   H-8 , Islamabad"
"Dr. Jansher Mansoori Panu","Physiotherapist","Gujranwala",24,4.8,"03629-8331753","dr..jansher.mansoori.panu957@diagnoai.com","Medcare Physiotherapy & Sports Injuriea Clinic                Gill road, Gujranwala  Medcare international hospital gill road , Gujranwala"
"Dr. Sumera Nazeer","Gynecologists","Rawalpindi",24,4.6,"03109-7954918","dr..sumera.nazeer722@diagnoai.com","Al-Rehman Hospital                Gulraiz Phase III, Near Margala Dental College, Rawalpindi.  Gulrez Phase III , Rawalpindi"
"Dr. Naveed Ali Bahadur","Pulmonalogy","Multan",5,4.8,"03456-3183821","dr..naveed.ali.bahadur616@diagnoai.com","Alkhaliq Patient care                Nishter Road   , Multan"
"Dr.Muhammad Ahmad","General Physician","Lahore",5,4.1,"03197-1124861","dr.muhammad.ahmad243@diagnoai.com","Ahmad Clinic                Near haveli Mian yousaf salah uddin chowk baroof khana walled city pani wala talab Lahore.   Allam Iqbal Town , Lahore"
"Professor of ENT Dr. M. Rafique Gooda","ENT Specialist","karachi",24,4.7,"03658-9214568","professor.of.ent.dr..m..rafique.gooda137@diagnoai.com","Patel Hospital                ST-18, Block-4 , Gulshan-e-Iqbal, Karachi.  Gulshan-e-Iqbal , karachi"
"Dr Obaid Ur Rehman","Skin Specialists | Dermatologists","Lahore",3,3.7,"03178-8651154","dr.obaid.ur.rehman22@diagnoai.com","Obaid-ur-Rehman 4_Mozang Road, Lahore.   Mozang  , Lahore"
"Dr. Talal Sherazee","General Practitioner","Rawalpindi",24,5,"03506-1032069","dr..talal.sherazee469@diagnoai.com","OPD Complex                Jhelum Road, Near Bahria Phase VIII Gate, Sawan , Rawalpindi.  Sawan , Rawalpindi"
"Dr. Rehana Abdul Sattar","Gynecologists","Pakistan.   Daska",14,4.9,"03904-8094398","dr..rehana.abdul.sattar2@diagnoai.com","Fatima Medical Complex                Daska. Circular Road,Sialkot, Punjab, Pakistan.   Daska ,"
"Dr Nuzhat Faruqui","Urologists","karachi",19,3.8,"03525-9097035","dr.nuzhat.faruqui397@diagnoai.com","AKUH Consulting Clinic                AKUH Consulting Clinic, Stadium Road.  Stadium Road , karachi"
"Dr Zeenat Eva Khan","Gynecologists","karachi",19,4,"03171-9448121","dr.zeenat.eva.khan37@diagnoai.com","National Medical Centre                 A-5/A, National Highway, Phase 1, Defence Housing Authority,Near Kala Pul, Karachi.   DHA  , karachi"
"Dr. M. Adnan Masood","Medicine","Sargodha",18,4.4,"03426-1963819","dr..m..adnan.masood317@diagnoai.com","Niazi Medical Complex VIP Block                   , Sargodha"
"Dr Yousuf Khatri","Diabetologists","karachi",21,4.2,"03355-5432068","dr.yousuf.khatri13@diagnoai.com","National Medical Centre                Korangi Road, Phase 1, DHA, Karachi.  DHA  , karachi"
"Dr. Ahsan Waheed Rathore","Child Specialist","Lahore.  Shadman Road",22,5,"03920-5896698","dr..ahsan.waheed.rathore422@diagnoai.com","Fatima Memorial Hospital                Shadman Rd, Lahore.  Shadman Road ,"
"Prof.Dr. Mohammed Mohsin","Pain management and Medical Acupuncture","Lahore",10,4,"03662-4031003","prof.dr..mohammed.mohsin300@diagnoai.com","MEDEX CLINICS                251-G1 ,Johar Town ,Lahore  Johar Town , Lahore"
"Dr Ayesha Latif Sorathia","Diabetologists","karachi",3,4.9,"03780-8918076","dr.ayesha.latif.sorathia920@diagnoai.com","OMI Hospital                Kiyani Shaheed Road, Gazdarabad, Karachi.   Gazdarabad , karachi"
"Dr. Sanjeeda Begum","Gynecologists","Rawalpindi",22,3.8,"03261-1331582","dr..sanjeeda.begum614@diagnoai.com","Al Rehman Maternity & Surgical Centre                71/C, Satellite Town, Chara Road, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr. Muhammad Nafees Raza","Dentist","Rawalpindi",7,3.9,"03299-5459888","dr..muhammad.nafees.raza743@diagnoai.com","Pak Asia Dental Care                B-335, Choti Market, Back Side Sweet Palace, Commercial Market, Satellite town, Rawalpindi.  Satellite town , Rawalpindi"
"Dr. Maria Ali Syed","Dentist","Rawalpindi",21,4.9,"03836-2969838","dr..maria.ali.syed616@diagnoai.com","Margalla Dental Hospital                Prosthodontics DepartmentQuaid-e-Azam Avenue, Gulrez Phase III, Rawalpindi.  Gulrez Phase III , Rawalpindi"
"Dr Ayesha Azam Khan","Gynecologists","Lahore",5,3.9,"03980-6764316","dr.ayesha.azam.khan100@diagnoai.com","National Hospital                Defence Housing Authority, Lahore.  DHA , Lahore"
"Dr. Zulkifal Awan","ENT Specialist","Rawalpindi",18,3.8,"03227-3532000","dr..zulkifal.awan574@diagnoai.com","Islamabad ENT Clinic                Shop # 13, Huma Plaza, Fazal-e-Haq Road, (Opp. Polyclinic Hospital), Islamabad.  Fazal-e-Haq Road , Rawalpindi"
"Dr Brig(r) Abrar Hussain Zaidi","General","Rawalpindi",4,4.7,"03825-4369156","dr.brig.r..abrar.hussain.zaidi642@diagnoai.com","HIT_Taxila                Museum Road -Taxila  Taxila Cantt , Rawalpindi"
"Dr. kashif","Radiologist","karachi",19,4.7,"03298-7080083","dr..kashif499@diagnoai.com","huski clinic                  saddar , karachi"
"Dr. Usman Habib","General Practitioner","Rawalpindi",12,3.6,"03999-9422993","dr..usman.habib71@diagnoai.com","Basharat Hospital                Near Defence Chowk, Opp. Al-Shifa Trust Eye Hostipal, Jelum Road, Rawalpindi.  Near Defence Chowk , Rawalpindi"
"Dr Rana Nizam Jamili","Gynecologists","karachi",15,4.7,"03352-4119766","dr.rana.nizam.jamili422@diagnoai.com","National Medical Centre                A-5/A, National Highway, Phase 1, Defence Housing Authority,Near Kala Pul, Karachi.  DHA , karachi"
"Dr Raheela Mohsin","Gynecologists","karachi",23,3.7,"03927-8178191","dr.raheela.mohsin636@diagnoai.com","The Aga Khan University Hospital                 Akuh Consulting Clinic 4, Stadium Road, Karachi.  Stadium Road , karachi"
"Dr. Hayat Ali Yousefzai","psychologist","karachi",7,3.7,"03597-7249688","dr..hayat.ali.yousefzai715@diagnoai.com","Ziauddin University Hospital                Plot No. 33, Behind Kpt Hospital, Keamari,  Karachi, Pakistan.  Ph:(9221) 32851881-5   , karachi"
